# Constructed from biom file
#OTU ID	sample-1	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18	sample-19	sample-2	sample-20	sample-21	sample-22	sample-23	sample-24	sample-25	sample-26	sample-27	sample-28	sample-29	sample-3	sample-30	sample-31	sample-32	sample-33	sample-34	sample-35	sample-36	sample-37	sample-38	sample-39	sample-4	sample-40	sample-41	sample-42	sample-43	sample-44	sample-45	sample-46	sample-47	sample-48	sample-49	sample-5	sample-50	sample-51	sample-52	sample-53	sample-54	sample-55	sample-56	sample-57	sample-58	sample-59	sample-6	sample-60	sample-61	sample-62	sample-63	sample-64	sample-65	sample-66	sample-67	sample-68	sample-7	sample-8	sample-9
9a40c21df357e4681c5afb739595a334	439.0	1363.0	1460.0	31.0	20.0	114.0	155.0	221.0	410.0	2506.0	672.0	323.0	250.0	618.0	1062.0	434.0	490.0	1433.0	132.0	1330.0	240.0	82.0	61.0	113.0	2316.0	917.0	2212.0	25.0	128.0	1118.0	579.0	2730.0	288.0	0.0	620.0	2051.0	39.0	585.0	412.0	422.0	164.0	351.0	814.0	49.0	109.0	99.0	136.0	36.0	95.0	765.0	1151.0	13.0	383.0	851.0	280.0	510.0	218.0	277.0	1049.0	627.0	284.0	1232.0	627.0	321.0	2047.0	100.0	389.0	4110.0
e57256f08411c3f574826701e7e3efbc	0.0	0.0	0.0	0.0	6026.0	0.0	4263.0	0.0	0.0	0.0	0.0	0.0	0.0	5493.0	0.0	0.0	5543.0	0.0	0.0	0.0	472.0	3734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3375.0	0.0	0.0	1663.0	0.0	0.0	0.0	0.0	448.0	1501.0	0.0	0.0	0.0	0.0	0.0	493.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4202.0	0.0	0.0	1060.0	0.0	0.0	0.0	0.0	0.0	1566.0
5164c2cf728ace0c23dbb6c4b82ed005	521.0	39.0	1056.0	780.0	464.0	875.0	210.0	3990.0	97.0	151.0	723.0	208.0	1306.0	416.0	62.0	1007.0	1129.0	0.0	383.0	240.0	398.0	529.0	28.0	496.0	397.0	452.0	219.0	294.0	565.0	1092.0	744.0	1898.0	229.0	190.0	274.0	24.0	306.0	623.0	1038.0	222.0	325.0	543.0	936.0	1183.0	199.0	566.0	1420.0	150.0	82.0	638.0	965.0	9.0	1125.0	544.0	290.0	160.0	221.0	386.0	356.0	667.0	236.0	470.0	183.0	630.0	461.0	216.0	167.0	205.0
a29c20cfb1461ea1903ae146d9bec741	28.0	274.0	259.0	51.0	866.0	439.0	609.0	1607.0	520.0	1831.0	116.0	121.0	532.0	473.0	282.0	379.0	873.0	265.0	290.0	345.0	1254.0	1095.0	45.0	181.0	0.0	301.0	212.0	899.0	430.0	1866.0	107.0	438.0	0.0	182.0	311.0	22.0	68.0	234.0	281.0	1114.0	514.0	1842.0	823.0	490.0	73.0	893.0	806.0	617.0	804.0	1873.0	391.0	8.0	471.0	749.0	1316.0	269.0	1518.0	754.0	973.0	554.0	199.0	147.0	414.0	82.0	566.0	275.0	0.0	150.0
766c13eca97057613b502b4f955932c1	114.0	238.0	0.0	490.0	269.0	2677.0	131.0	4058.0	611.0	511.0	0.0	0.0	3184.0	164.0	254.0	2125.0	890.0	96.0	995.0	0.0	161.0	679.0	44.0	70.0	0.0	135.0	0.0	518.0	660.0	857.0	757.0	0.0	0.0	573.0	231.0	29.0	74.0	506.0	201.0	1958.0	276.0	472.0	0.0	0.0	80.0	227.0	140.0	137.0	177.0	1715.0	0.0	0.0	430.0	238.0	352.0	329.0	364.0	769.0	1169.0	2855.0	279.0	137.0	0.0	1039.0	411.0	270.0	0.0	0.0
c1ae01067f40679daaf05e2af866fca5	125.0	0.0	403.0	0.0	0.0	708.0	191.0	183.0	0.0	3251.0	72.0	302.0	274.0	56.0	36.0	1335.0	107.0	2108.0	98.0	48.0	608.0	0.0	90.0	185.0	0.0	0.0	177.0	209.0	836.0	0.0	1123.0	2976.0	1364.0	201.0	913.0	0.0	85.0	0.0	82.0	81.0	429.0	158.0	49.0	80.0	22.0	221.0	893.0	465.0	546.0	0.0	49.0	0.0	316.0	177.0	81.0	0.0	1583.0	0.0	526.0	1864.0	0.0	50.0	469.0	401.0	1493.0	779.0	624.0	4405.0
feb4c2c9c0efecd1cfaeb25348cbccf5	0.0	0.0	1494.0	0.0	2667.0	0.0	0.0	0.0	0.0	0.0	1701.0	4862.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	1685.0	87.0	0.0	0.0	2232.0	770.0	0.0	0.0	0.0	6697.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	711.0	0.0	0.0	0.0	0.0	2723.0	1329.0	1690.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2129.0	1648.0	0.0	0.0	0.0	0.0
5434ecf396a7b0d3c84013c54608ce9b	612.0	400.0	0.0	86.0	35.0	0.0	884.0	103.0	382.0	2719.0	0.0	450.0	81.0	0.0	915.0	0.0	400.0	647.0	76.0	911.0	0.0	66.0	82.0	119.0	87.0	0.0	1002.0	0.0	0.0	157.0	323.0	1577.0	0.0	142.0	1052.0	744.0	0.0	709.0	0.0	674.0	0.0	97.0	1986.0	2155.0	0.0	328.0	0.0	41.0	0.0	625.0	79.0	0.0	1626.0	526.0	0.0	327.0	602.0	0.0	69.0	69.0	0.0	546.0	184.0	0.0	4288.0	0.0	0.0	3566.0
199ba2c6098b085001866550ad4a1de8	0.0	0.0	0.0	0.0	0.0	0.0	1886.0	0.0	0.0	0.0	0.0	0.0	0.0	4118.0	0.0	0.0	0.0	0.0	0.0	0.0	1284.0	0.0	0.0	1142.0	0.0	0.0	0.0	0.0	4704.0	0.0	0.0	0.0	0.0	1945.0	0.0	0.0	0.0	6750.0	58.0	0.0	2452.0	108.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3594.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	658.0	0.0	0.0	0.0	2258.0	0.0	0.0
20b2ecbd17f7b03de7586928d0d1f4f4	0.0	0.0	5026.0	0.0	0.0	0.0	653.0	1776.0	0.0	0.0	4632.0	0.0	0.0	2981.0	0.0	2813.0	0.0	0.0	806.0	0.0	0.0	0.0	219.0	0.0	0.0	164.0	0.0	399.0	0.0	382.0	99.0	0.0	0.0	0.0	335.0	0.0	580.0	0.0	110.0	1590.0	387.0	0.0	0.0	0.0	0.0	3227.0	0.0	412.0	0.0	0.0	378.0	0.0	0.0	0.0	27.0	12.0	0.0	3263.0	0.0	17.0	0.0	235.0	0.0	7.0	0.0	0.0	0.0	0.0
65388161042d7cced04ee00d1de7fc48	0.0	26.0	108.0	0.0	132.0	0.0	0.0	851.0	0.0	0.0	481.0	0.0	0.0	0.0	581.0	14.0	0.0	0.0	353.0	47.0	1289.0	276.0	49.0	0.0	0.0	954.0	0.0	3987.0	0.0	67.0	548.0	0.0	0.0	100.0	123.0	963.0	1035.0	353.0	0.0	78.0	2895.0	743.0	112.0	234.0	0.0	241.0	2976.0	2524.0	0.0	0.0	1098.0	9.0	550.0	0.0	279.0	0.0	0.0	309.0	0.0	6.0	0.0	3086.0	33.0	1106.0	368.0	0.0	0.0	0.0
3d05d0345a61be1ad2236501f5c7ebe2	234.0	250.0	232.0	306.0	306.0	281.0	136.0	885.0	597.0	975.0	295.0	855.0	362.0	201.0	186.0	729.0	696.0	217.0	102.0	250.0	479.0	457.0	11.0	146.0	644.0	602.0	156.0	737.0	482.0	550.0	843.0	250.0	830.0	211.0	118.0	38.0	107.0	199.0	54.0	361.0	417.0	234.0	288.0	242.0	28.0	218.0	280.0	291.0	379.0	2548.0	585.0	0.0	292.0	177.0	241.0	234.0	420.0	379.0	606.0	1018.0	537.0	467.0	147.0	319.0	412.0	185.0	331.0	249.0
959376c5d60f7e097a6ce42d6e003e27	62.0	309.0	778.0	260.0	248.0	327.0	0.0	544.0	310.0	0.0	449.0	536.0	240.0	0.0	70.0	404.0	361.0	0.0	88.0	0.0	690.0	507.0	11.0	473.0	401.0	408.0	53.0	644.0	410.0	453.0	1132.0	881.0	0.0	115.0	210.0	104.0	92.0	88.0	250.0	457.0	598.0	1619.0	0.0	266.0	182.0	351.0	262.0	544.0	380.0	694.0	580.0	0.0	474.0	612.0	539.0	279.0	617.0	358.0	677.0	412.0	655.0	827.0	21.0	504.0	613.0	197.0	0.0	365.0
bedc035764ca9cb327eb204f1516e607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13932.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
d08d2c02365cddd44b8b4405ada26eca	0.0	10.0	597.0	0.0	0.0	0.0	0.0	1088.0	0.0	0.0	1892.0	0.0	0.0	0.0	860.0	8.0	0.0	0.0	392.0	0.0	0.0	0.0	72.0	1067.0	0.0	662.0	0.0	0.0	0.0	123.0	183.0	0.0	0.0	58.0	389.0	1584.0	65.0	221.0	30.0	230.0	0.0	887.0	9.0	63.0	39.0	259.0	1098.0	0.0	0.0	0.0	1372.0	0.0	732.0	2566.0	361.0	13.0	0.0	306.0	0.0	0.0	0.0	4215.0	105.0	410.0	485.0	0.0	0.0	0.0
699a56377d6daee1cd1fcb6f9b79ae07	0.0	826.0	0.0	0.0	0.0	85.0	1676.0	194.0	418.0	0.0	0.0	35.0	69.0	416.0	696.0	313.0	39.0	0.0	131.0	0.0	264.0	0.0	54.0	451.0	207.0	229.0	77.0	1403.0	1168.0	165.0	73.0	0.0	0.0	1902.0	162.0	1527.0	30.0	436.0	0.0	114.0	361.0	134.0	0.0	153.0	38.0	40.0	1135.0	1434.0	204.0	285.0	0.0	0.0	174.0	92.0	161.0	123.0	539.0	333.0	0.0	580.0	139.0	418.0	564.0	615.0	525.0	1160.0	0.0	0.0
52bc792e2be82f7739dbf992abf4ec8c	0.0	204.0	387.0	0.0	128.0	0.0	414.0	60.0	532.0	0.0	208.0	23.0	0.0	624.0	0.0	1401.0	988.0	0.0	0.0	123.0	1681.0	645.0	84.0	311.0	0.0	401.0	0.0	0.0	1064.0	0.0	632.0	0.0	0.0	106.0	0.0	0.0	60.0	590.0	81.0	106.0	941.0	3031.0	1084.0	135.0	0.0	784.0	589.0	0.0	131.0	0.0	0.0	0.0	505.0	369.0	968.0	0.0	940.0	324.0	471.0	246.0	0.0	0.0	0.0	153.0	413.0	338.0	0.0	0.0
09a15116f461e8a245cc1ede3b19a7a7	0.0	399.0	433.0	0.0	140.0	0.0	233.0	2629.0	0.0	0.0	106.0	0.0	0.0	103.0	2290.0	21.0	3289.0	0.0	268.0	0.0	0.0	188.0	0.0	201.0	0.0	0.0	0.0	637.0	211.0	0.0	0.0	0.0	0.0	285.0	57.0	861.0	2570.0	204.0	89.0	250.0	0.0	633.0	0.0	0.0	0.0	273.0	0.0	278.0	52.0	0.0	1050.0	0.0	316.0	387.0	144.0	0.0	756.0	1248.0	297.0	0.0	0.0	813.0	0.0	0.0	202.0	86.0	0.0	0.0
fafd335b1131f3ff3b04fdabe0c8aaca	12.0	29.0	439.0	36.0	352.0	0.0	506.0	1475.0	118.0	238.0	301.0	291.0	19.0	1282.0	0.0	121.0	39.0	66.0	273.0	0.0	1211.0	305.0	173.0	83.0	0.0	26.0	86.0	102.0	29.0	17.0	54.0	0.0	0.0	0.0	956.0	0.0	607.0	227.0	350.0	1567.0	626.0	1547.0	123.0	23.0	178.0	1616.0	432.0	41.0	338.0	1576.0	415.0	0.0	226.0	31.0	303.0	0.0	394.0	256.0	875.0	0.0	15.0	240.0	90.0	15.0	680.0	155.0	0.0	9.0
2f69b670c729be33aa3a6100add47000	0.0	0.0	0.0	0.0	2795.0	8.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	77.0	1095.0	611.0	37.0	4949.0	0.0	0.0	66.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	235.0	0.0	29.0	0.0	150.0	0.0	1748.0	596.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	140.0	1394.0	303.0	2414.0	0.0	1553.0	0.0	0.0	0.0	0.0	0.0	0.0	1993.0	0.0	0.0	0.0
86073d8ce53f28fdb88d39fef374364a	81.0	273.0	38.0	982.0	116.0	358.0	367.0	871.0	464.0	554.0	0.0	106.0	355.0	505.0	162.0	311.0	0.0	101.0	94.0	0.0	800.0	81.0	29.0	226.0	1298.0	0.0	0.0	1142.0	98.0	193.0	624.0	0.0	800.0	146.0	310.0	148.0	0.0	505.0	0.0	355.0	280.0	407.0	256.0	117.0	0.0	264.0	294.0	1097.0	296.0	739.0	247.0	0.0	400.0	157.0	331.0	136.0	441.0	156.0	0.0	372.0	110.0	566.0	0.0	256.0	377.0	42.0	453.0	0.0
