# Constructed from biom file
#OTU ID	sample-20	sample-41	sample-18	sample-34	sample-11	sample-14	sample-2	sample-22	sample-4	sample-6	sample-27	sample-25	sample-3	sample-46	sample-10	sample-26	sample-31	sample-17	sample-29	sample-38	sample-28	sample-30	sample-13	sample-32	sample-15	sample-16	sample-7	sample-37	sample-9	sample-12	sample-8	sample-1	sample-39	sample-45	sample-23	sample-44	sample-21	sample-35	sample-19	sample-42	sample-43	sample-5	sample-33	sample-40	sample-24	sample-36
a34eac279ae92f660d343a69d5568556	373.0	0.0	14.0	0.0	25.0	4.0	19.0	11.0	0.0	2.0	42.0	2.0	13.0	0.0	130.0	44.0	249.0	7.0	2.0	0.0	4.0	72.0	2.0	62.0	52.0	0.0	68.0	0.0	23.0	32.0	16.0	10.0	2.0	0.0	94.0	6.0	3.0	1507.0	5.0	41.0	134.0	8.0	2.0	2.0	0.0	0.0
146be6e364698ebf23c1925b223ced42	282.0	2.0	37.0	37.0	35.0	0.0	190.0	812.0	46.0	337.0	73.0	3.0	28.0	4.0	17.0	88.0	44.0	304.0	11.0	124.0	33.0	180.0	84.0	28.0	1903.0	257.0	1419.0	15.0	674.0	39.0	11.0	58.0	149.0	4.0	28.0	4.0	3.0	0.0	10.0	107.0	47.0	53.0	473.0	2.0	119.0	6.0
aa4062c322e58ec5b87b3fd0a3d572e5	271.0	661.0	251.0	4.0	1408.0	8.0	195.0	111.0	19.0	62.0	5.0	110.0	0.0	76.0	393.0	0.0	118.0	0.0	121.0	0.0	434.0	38.0	114.0	12.0	15.0	0.0	128.0	1597.0	0.0	151.0	49.0	0.0	0.0	76.0	237.0	125.0	1.0	0.0	9.0	0.0	0.0	84.0	47.0	346.0	138.0	203.0
797264b93f03373113c133c8697b1b7a	206.0	0.0	9.0	0.0	103.0	0.0	17.0	267.0	60.0	60.0	39.0	112.0	6.0	2.0	181.0	43.0	24.0	142.0	11.0	96.0	14.0	141.0	12.0	0.0	298.0	351.0	43.0	12.0	268.0	39.0	128.0	52.0	137.0	2.0	146.0	0.0	3.0	0.0	4.0	52.0	21.0	167.0	47.0	0.0	31.0	2.0
cd71d789d285722644726d640ecb1feb	188.0	0.0	0.0	2.0	10.0	0.0	0.0	3.0	0.0	87.0	330.0	0.0	0.0	0.0	8.0	783.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	746.0	0.0	0.0	828.0	114.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
5d3058e0163cc468a4aeecffccba8be4	186.0	0.0	0.0	24.0	0.0	0.0	721.0	866.0	0.0	15.0	0.0	0.0	544.0	9.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	19.0	0.0	2.0	236.0	0.0	247.0	0.0	193.0	1446.0	8.0	9.0	2037.0	0.0	13.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	22.0	12.0
9a0fc4fd3a8860928515f3824c2d01b8	177.0	0.0	81.0	0.0	6.0	0.0	0.0	0.0	16.0	0.0	59.0	0.0	0.0	0.0	1.0	23.0	69.0	2.0	41.0	0.0	8.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	34.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	2.0	2.0
ae41c9aa31bd1176b66e4e31d110b6a3	175.0	1249.0	0.0	736.0	76.0	58.0	18.0	18.0	0.0	0.0	109.0	12.0	112.0	106.0	68.0	0.0	524.0	16.0	351.0	15.0	0.0	12.0	298.0	1.0	652.0	4.0	0.0	896.0	0.0	299.0	0.0	368.0	2.0	106.0	121.0	589.0	6.0	3606.0	0.0	11.0	0.0	0.0	0.0	254.0	153.0	127.0
7e81a4e9635016147543b303ce15d034	172.0	168.0	97.0	302.0	0.0	0.0	198.0	945.0	218.0	32.0	0.0	323.0	39.0	132.0	39.0	0.0	64.0	148.0	43.0	0.0	748.0	283.0	305.0	55.0	42.0	0.0	188.0	30.0	0.0	47.0	0.0	15.0	0.0	132.0	717.0	109.0	7.0	474.0	5.0	0.0	0.0	0.0	1.0	142.0	442.0	79.0
05e8f92076822f978e761216a5a91032	142.0	0.0	0.0	0.0	22.0	0.0	548.0	0.0	0.0	0.0	0.0	0.0	372.0	0.0	575.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	194.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9bc88ee00cecfac96ef409458b9ab7b1	138.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0
8fec472fc573ec77a807bdeb1c894497	114.0	20.0	1006.0	280.0	0.0	0.0	372.0	1888.0	1398.0	5280.0	5128.0	358.0	59.0	5754.0	366.0	454.0	810.0	0.0	105.0	957.0	1479.0	842.0	0.0	0.0	184.0	32.0	2334.0	8.0	124.0	1338.0	291.0	374.0	0.0	5754.0	1207.0	663.0	11.0	1142.0	0.0	683.0	30.0	995.0	0.0	109.0	458.0	0.0
2428e170256db8a65ef6c19631dd04dc	111.0	0.0	0.0	0.0	0.0	0.0	877.0	0.0	0.0	417.0	0.0	0.0	308.0	0.0	0.0	0.0	2071.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	471.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	837.0	1406.0	0.0	3.0	0.0	0.0	0.0
d018be85fc2b9b7806c788cbf2687b20	103.0	0.0	2.0	0.0	0.0	177.0	0.0	32.0	3.0	0.0	49.0	0.0	0.0	248.0	1.0	37.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	492.0	3.0	0.0	475.0	0.0	0.0	0.0	0.0	0.0	248.0	243.0	994.0	1.0	0.0	0.0	0.0	0.0	46.0	4.0	0.0	8.0	30.0
ec2b572798d8207d6d2ce1a4715763df	101.0	0.0	210.0	0.0	32.0	0.0	53.0	505.0	165.0	492.0	961.0	1002.0	16.0	309.0	72.0	1339.0	28.0	74.0	82.0	310.0	242.0	311.0	218.0	156.0	5520.0	112.0	340.0	0.0	779.0	555.0	59.0	165.0	312.0	309.0	741.0	326.0	100.0	20.0	44.0	40.0	16.0	0.0	0.0	0.0	134.0	0.0
d3fd824a943212e4f73fd8bd7fac6568	101.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	0.0
ca3ab92fc73f7c3143232e597d236917	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b339ca0d87290cd67a60ca584a176f30	75.0	10.0	53.0	0.0	24.0	3.0	40.0	15.0	60.0	0.0	23.0	2.0	5.0	0.0	25.0	10.0	49.0	0.0	92.0	0.0	36.0	0.0	15.0	0.0	8.0	0.0	0.0	21.0	28.0	37.0	5.0	26.0	0.0	0.0	25.0	1.0	0.0	0.0	5.0	22.0	8.0	10.0	0.0	12.0	0.0	16.0
25937a7a426cbc164d2f933818d2dd30	74.0	2.0	182.0	10.0	128.0	0.0	8.0	28.0	11.0	911.0	85.0	73.0	12.0	228.0	245.0	7.0	35.0	0.0	53.0	771.0	267.0	93.0	0.0	10.0	0.0	8.0	91.0	0.0	0.0	0.0	0.0	109.0	809.0	228.0	71.0	18.0	24.0	5.0	25.0	30.0	8.0	167.0	10.0	13.0	34.0	0.0
b73e865d2a3101c87205a89e76a51f19	73.0	23.0	1518.0	66.0	244.0	1917.0	16.0	775.0	8713.0	12077.0	24.0	21.0	40.0	20.0	147.0	35.0	33.0	311.0	35.0	43.0	45.0	45.0	343.0	5.0	4581.0	973.0	3538.0	18.0	423.0	127.0	591.0	12.0	31.0	20.0	2309.0	37.0	73.0	35.0	38.0	20.0	119.0	1627.0	0.0	24.0	44.0	42.0
031433eff93de582dccfbdca8da2219e	71.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	17.0	50.0	41.0	0.0	138.0	0.0	0.0	3.0	0.0	0.0	20.0	0.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	23.0	11.0	62.0	0.0	0.0	0.0	133.0
c74bca570aa18f2ec2ffad77343e64ce	64.0	0.0	69.0	7.0	124.0	0.0	0.0	0.0	6.0	0.0	170.0	3.0	0.0	0.0	221.0	195.0	419.0	26.0	777.0	24.0	349.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	67.0	27.0	0.0	0.0	1.0	2.0	4.0	23.0	170.0	46.0	55.0	3.0	0.0	1.0	0.0
b9a51cd8ea10de34b4191ee333446a38	61.0	0.0	0.0	0.0	1.0	1.0	10.0	44.0	32.0	35.0	26.0	7.0	0.0	101.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	41.0	0.0	12.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	39.0	0.0	101.0	117.0	89.0	1051.0	48.0	0.0	0.0	0.0	0.0	4.0	2.0	7.0	0.0
5b4cf084880f4645b0d2455b1d624ff5	59.0	17.0	6080.0	29.0	230.0	103.0	0.0	19.0	152.0	0.0	902.0	1494.0	12.0	6.0	117.0	428.0	38.0	0.0	113.0	0.0	222.0	78.0	0.0	3961.0	50.0	0.0	0.0	943.0	0.0	8.0	0.0	0.0	18.0	6.0	51.0	18.0	87.0	12.0	0.0	2.0	9.0	17.0	5377.0	2.0	486.0	418.0
592326e29b668e69063299fe3fe69f8a	52.0	0.0	4.0	0.0	20.0	1.0	6.0	2.0	11.0	0.0	8.0	6.0	21.0	0.0	19.0	12.0	14.0	7.0	1.0	0.0	4.0	0.0	0.0	0.0	242.0	0.0	0.0	6.0	9.0	0.0	4.0	10.0	0.0	0.0	19.0	0.0	0.0	0.0	2.0	1.0	1.0	22.0	2.0	0.0	8.0	3.0
e084ae1be63d5faa9760fce7f02b5cb6	49.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
50c940049d059dde6e36ceeba566414a	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
cde2a0709a30bf0aaf54105a7727c2c8	48.0	5.0	249.0	9.0	8.0	323.0	16.0	11.0	12.0	27.0	5.0	35.0	24.0	139.0	4.0	0.0	10.0	13.0	6.0	5.0	7.0	10.0	12.0	20.0	55.0	134.0	7.0	27.0	2.0	42.0	13.0	13.0	8.0	139.0	89.0	4.0	9.0	0.0	4.0	3.0	2.0	4.0	22.0	13.0	6.0	167.0
c101336ec26cd49423a26a3f367d8686	47.0	341.0	289.0	112.0	99.0	265.0	112.0	586.0	236.0	143.0	138.0	197.0	73.0	157.0	127.0	81.0	6.0	0.0	26.0	0.0	175.0	2.0	381.0	51.0	159.0	0.0	253.0	69.0	0.0	137.0	0.0	0.0	0.0	157.0	59.0	36.0	22.0	27.0	23.0	20.0	15.0	53.0	532.0	419.0	196.0	154.0
51a0088101c09093f1b245c918e5ca5d	45.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	84.0	28.0	5.0	23.0	3.0	0.0	0.0	8.0	0.0	38.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0
d811ef1655a16c468c7b70f281e59f0a	45.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1091.0	8.0	0.0	0.0	27.0	0.0	0.0	191.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	4450.0	0.0	1948.0	257.0	245.0	0.0	0.0	0.0	7.0	0.0	0.0	117.0	0.0	990.0	0.0	5.0	0.0	0.0
06e9177c6dfbdacba6a37af28dae78b5	40.0	69.0	36.0	2.0	22.0	11.0	19.0	1.0	24.0	47.0	13.0	0.0	56.0	4.0	45.0	0.0	28.0	11.0	76.0	0.0	12.0	2.0	68.0	0.0	38.0	0.0	334.0	114.0	10.0	6.0	2.0	52.0	0.0	4.0	10.0	83.0	0.0	37.0	0.0	0.0	6.0	295.0	4.0	18.0	8.0	54.0
20d081aa776f9d206e7af4c2e55e0e16	35.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	2.0	0.0	0.0	4.0	30.0	10.0	0.0	104.0	258.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
496f38f7ccc52a5963fa2624c29cf996	32.0	83.0	0.0	0.0	6.0	0.0	7.0	21.0	2.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	3.0	2.0	82.0	0.0	27.0	19.0	0.0	0.0	7.0	2.0	2.0	0.0	0.0	0.0
2966b9d185f455d6d2c695c417a186f6	32.0	0.0	414.0	787.0	305.0	0.0	27.0	95.0	34.0	65.0	14.0	2.0	3.0	71.0	43.0	32.0	0.0	102.0	9.0	53.0	11.0	11.0	120.0	14.0	0.0	135.0	6.0	0.0	27.0	0.0	18.0	3.0	53.0	71.0	28.0	2.0	0.0	0.0	5.0	5.0	4.0	25.0	30.0	0.0	20.0	0.0
4494bf10435a750a8c8704d71f43aef8	31.0	223.0	27.0	9.0	5.0	0.0	63.0	0.0	0.0	0.0	5.0	0.0	3.0	33.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	1.0	33.0	0.0	0.0	0.0	0.0	120.0	0.0	141.0	0.0	10.0	3.0	33.0	0.0	183.0	0.0	147.0	2.0	0.0	0.0	4.0	0.0	141.0	0.0	44.0
066dd4c8f9838e0c191b882abd67f658	29.0	0.0	6.0	0.0	5.0	0.0	16.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	8.0
